id,name,category,whatsapp,address,website,instagram,facebook,youtube,logo,approved,createdAt,updatedAt
10b41b92-bea9-4bf5-a66a-bb3814777fab,Jb gesso ,Construção,85996270185,"Odilom macambira , 1260 - Cam",,@Jb gesso ,,,,true,2025-05-16T20:43:40.223Z,2025-05-16T20:43:40.223Z
a7bfed95-0b1f-4492-9a2d-dce6919920f5,Jc chaves ,Serviços em Geral,85982031677,"Rua Paulino barroso, 1978 - Centro",,@Claudio123aragao,https://facebook.com/Claudioaragao,,/uploads/logo_aa73b509-ceca-45db-b99c-8bf228765e30.png,true,2025-05-16T20:22:16.553Z,2025-05-16T20:22:16.553Z
f60e0663-91c9-40c0-acbf-df4dce6fb09a,KC Gráfica Digital,Gráfica Digital,85997934969,"R. Euclídes Barroso, Centro, Canindé - CE, 62700-000, 1265 - Centro",,@kcgraficadigital,,,/uploads/logo_b18a91a0-8fd0-4d65-8304-cff7dc868a5d.jpg,true,2025-05-16T22:57:34.911Z,2025-05-16T22:57:34.911Z
696e5259-ee89-4f80-9e33-722d6f47a224,Laudo de Inspeção da Vigilância | Canindé-CE,Serviços Úteis,85985321966,"Rua Sitônio Monteiro, 131 - Centro, Canindé-CE",https://www.caninde.ce.gov.br,@prefeituradecaninde,,,/uploads/logo_5e45fd0a-98c0-4937-84ba-87b9529ea7ab.jpg,true,2025-05-15T20:26:38.292Z,2025-05-15T20:30:46.255Z
8e9065fa-8542-43f3-abbf-284538ff8bd6,Licença do Meio Ambiente | Canindé-CE,Serviços Úteis,85996559429,"Rua Augusto Rocha, Canindé-CE, S/N - Centro",https://www.caninde.ce.gov.br,@prefeituradecaninde,,,/uploads/logo_75efa57c-0300-45cc-9d6e-aa8cd4f9bf37.jpg,true,2025-05-15T20:29:56.949Z,2025-05-15T20:30:57.235Z
b3e1f18a-c1c0-49db-85ee-13030bea1c12,Moises Motos - Canindé-CE,Auto Peças,85988265159,"Rua José Veloso Jucá, Canindé, Ceara, Brazil 62700000, 2407 - Alto Guaramiranga",,@moisesmotos1,,,/uploads/logo_51cc7622-502f-4a0a-ac29-5ecb2001e044.jpg,true,2025-05-17T19:52:52.084Z,2025-05-17T19:54:02.668Z
154a0b40-aeb9-4d1d-9625-e128dff9094d,Moto Lider Canindé,Auto Peças,85999788867,"R. Júlio Campos, Canindé - CE, 62700-000, 134 - Centro",https://biolivre.com.br/motolider,@motolidercaninde,,,/uploads/logo_268c7ede-33df-4a8a-a90e-edd659cea2b3.jpg,true,2025-05-17T19:40:47.255Z,2025-05-17T19:40:47.255Z
83cb1137-8b61-455e-b8a6-72ff6b286037,NACIONAL GÁS CANINDÉ,Gás e Água,85999580933,"R. Célio Martins, Canindé - CE, 62700-000, 1085 - Imac. Conceição",,@nacionaldaorpam,,,/uploads/logo_0a719f4f-779f-4e57-a82b-ab334955c151.jpg,true,2025-05-16T22:20:45.612Z,2025-05-16T22:20:45.612Z
4e578229-67bc-4049-bbf5-e344086b1b01,NL PIZZAS,Pizzarias,85987253114,"João sobral , 607 - Palestina ",,@nl_pizzas_ofc,,,/uploads/logo_d756d70b-0b30-4989-b9cb-a09dfa93480b.jpg,true,2025-05-17T19:44:33.219Z,2025-05-17T19:44:33.219Z
506aec41-89b1-4cac-a86f-0affe811413f,OH MY PIZZA CANINDÉ,Pizzarias,85992375674,"Av: Luciano Magalhães, 40 - Bela vista",,@oh_my_pizza_caninde,,,/uploads/logo_506aec41-89b1-4cac-a86f-0affe811413f.jpeg,true,2025-05-01T02:33:47.863Z,2025-05-11T12:12:59.417Z
ddccb166-e8fd-42aa-960f-51295a70d4dd,Odontoclínica Modelo ,Clinicas Dentarias,85999228833,"Avenida Dr. Aramis Paiva, Canindé-CE, 153 - Centro",,@odontoclinicamodelo,,,/uploads/logo_ddccb166-e8fd-42aa-960f-51295a70d4dd.jpeg,true,2025-05-02T01:19:43.761Z,2025-05-11T12:12:59.610Z
afd523b6-c27d-4198-825c-c2446e207304,Odontomax Canindé,Clinicas Dentarias,85986641010,"Rua Joaquim Magalhães, Canindé - CE, 807 - Centro",,@odontomaxcaninde,,,/uploads/logo_afd523b6-c27d-4198-825c-c2446e207304.jpeg,true,2025-05-02T01:44:46.271Z,2025-05-11T12:12:59.259Z
cae071ff-d402-4285-aaca-5eb0b3fc8a17,PEDIR GÁS Canindé,Gás e Água,85998723917,"Rua Célio Martins,Canindé, Ceara, Brazil 62700000, 411 -  Imaculada Conceição",,@pedir_gas_caninde,,,/uploads/logo_ff59e893-e62c-4fbf-8b61-01712b65ff29.jpg,true,2025-05-16T22:36:54.961Z,2025-05-16T22:36:54.961Z
816868af-8455-4a8d-93bd-f71f0dd62a16,POPdents Canindé,Clinicas Dentarias,85994212457,"R. Joaquim Magalhães, Canindé - CE, 934 - Centro",,@popdentsbrasil,,,/uploads/logo_816868af-8455-4a8d-93bd-f71f0dd62a16.jpeg,true,2025-05-02T01:26:24.464Z,2025-05-11T12:12:59.631Z
f66aabb9-37d3-418c-ab68-68e9bdb17171,Pizza & Cia,Pizzarias,85985240276," Av. Dr. Aramis Paiva - Canindé - CE, 437 - Canindé - CE",,@pizzaecian,,,/uploads/logo_32293a21-934a-4983-99a0-877a1af51697.jpg,true,2025-05-01T03:26:57.104Z,2025-05-16T20:01:52.106Z
f54e40c9-de58-468a-8abe-7d04664d59c6,Pizzaria D'Angeles,Pizzarias,85989045949,"Rua Fco das Chagas Barros - Canindé - CE, 662 - Campinas",,@dangelespizzaria,,,/uploads/logo_f54e40c9-de58-468a-8abe-7d04664d59c6.jpeg,true,2025-05-01T03:23:38.559Z,2025-05-11T12:12:59.460Z
39185507-7091-4bb9-bce1-d146f6a04dcd,Pizzaria Top,Pizzarias,85989372025,"R. Zilda Magalhães - Canindé, CE, S/N - Palsetina",,@pizzariatopdelivery,,,/uploads/logo_39185507-7091-4bb9-bce1-d146f6a04dcd.jpeg,true,2025-05-01T03:47:55.855Z,2025-05-11T12:12:59.546Z
4c5f2d13-2f47-4a15-b27c-4de551b36ba7,Quero Pizza Delivery,Pizzarias,85992286465,"Rua Francisco das chagas barros, 662 - Campinas",https://whatsmenu.com.br/queropizzadelivery_,@queropizzadelivery,https://facebook.com/queropizzadelivery,,/uploads/logo_5d9f3c32-239d-47b0-8e1b-67be13ceba9b.jpg,true,2025-05-16T21:43:47.116Z,2025-05-16T21:43:47.116Z
a409587b-3891-4c18-a419-3bacae519627,Rei das polpas,Serviços em Geral,85985749697,"Avenida luciano magalhaes , 164 - Bela vista",,,,,/uploads/logo_5294d7be-102d-443d-bc03-6403304dfa22.png,true,2025-05-15T21:36:28.048Z,2025-05-15T21:36:28.048Z
df0bbbae-7123-4053-8f26-1224269ed933,SAAE Canindé - CE,Serviços Úteis,8533430140,"Av. Francisco Cordeiro Campos, Canindé - CE, 62700-000, Brasil, 1087 - Centro",https://saae.caninde.ce.gov.br/servicos,@saaecanindece,,,/uploads/logo_a5482cd4-eb95-44d2-bf39-dcc1f7a96c4e.jpg,true,2025-05-15T20:14:53.822Z,2025-05-15T20:14:53.822Z
a3bb02da-442f-4feb-a2b1-b8e7450c5be4,SAMIDTUR TURISMO ,Serviços Úteis,85988259336,"Zé Candóia , 1490  - Riacho sujo ",,@Wilter_Guimarães ,,,/uploads/logo_0e402110-fe71-428a-93bc-55dac2dda691.png,true,2025-05-15T21:23:56.166Z,2025-05-15T21:23:56.166Z
0f6bbde1-8cd9-4e77-910e-e1b7c8094345,Setor de Arrecadação | Canindé-CE,Serviços Úteis,85981934279,"Valderi Uchôa, 600 - Centro",https://www.caninde.ce.gov.br/,@prefeituradecaninde,,,/uploads/logo_78e6433e-1c89-494f-b718-5f1ecf0fc280.jpg,true,2025-05-15T20:34:38.225Z,2025-05-15T20:34:38.225Z
b153e25f-04c4-468e-8469-50ac9b38ed2a,Sistelbras Provedor,Provedor de Internet,85996548968,"R. Gervásio Martins, Canindé - CE, 188 - sala 103  - Centro",,@sistelbrasprovedor,,,/uploads/logo_b153e25f-04c4-468e-8469-50ac9b38ed2a.png,true,2025-05-02T01:55:35.253Z,2025-05-11T12:12:59.301Z
23ab8923-dd57-4645-9c99-f242a8eb33ed,Top Gás Canindé,Gás e Água,85981655566,"Avenida Luciano Magalhaes, Canindé, Ceara, Brazil 62700000, 678 - Bela Vista",,@topgascaninde,,,/uploads/logo_029f3435-6616-4c66-b63b-af75a079d3d4.jpg,true,2025-05-16T22:33:38.614Z,2025-05-16T22:33:38.614Z
0861c012-4ab7-44ff-ad6b-3f2214dc726b,Tropical Motos| Peças e Acessessotios - Canindé-CE,Auto Peças,85992358823,"R. Raimundo Costa Ribeiro, Canindé - CE, 62700-000, 1963 - Centro",,@tropicalmotos,,,/uploads/logo_87b698c2-b81d-4f5d-a24f-31ca3d7f73d2.jpg,true,2025-05-17T19:49:27.012Z,2025-05-17T19:49:27.012Z
0ffe6e17-0c4f-4044-b5a0-f056cf0fe45f,ULTRAGAZ – O gás mais confiável do Brasil!💙🔥,Gás e Água,85996312342,"Canindé-Ce, S/N - Centro",,@gasdopovocaninde,,,/uploads/logo_f6125c82-3655-458e-9729-e1a4c2223a73.jpg,true,2025-05-16T21:58:54.767Z,2025-05-16T21:58:54.767Z
c3856eaa-5529-497c-a164-815820df2e80, Pizzaria Gostinho Italiano,Pizzarias,85998193394,"R. Euclídes Barroso - Canindé - CE, 885 - Centro",,@pizzariagostinhoitaliano.br,,,/uploads/logo_c3856eaa-5529-497c-a164-815820df2e80.jpeg,false,2025-05-01T03:30:02.771Z,2025-05-17T19:24:59.865Z
d787a6e2-3aa9-4b03-96fc-e4c3b6bf6b9f,PIZZARIA M.M.A CANINDÉ,Pizzarias,85986038007,"R. Gen. Sampaio,  Canindé - CE, 1629 - Bela Vista",,@pizzaria_m.m.a,,,/uploads/logo_d787a6e2-3aa9-4b03-96fc-e4c3b6bf6b9f.jpeg,false,2025-05-01T03:42:56.531Z,2025-05-12T01:28:14.727Z
